table_catalog,table_schema,table_name,column_name,ordinal_position,column_default,full_data_type,data_type
npc_nih_lakehouse_uat,gold,intl_fact_liner_shipping_connectivity_index,TREND_DIRECTION,18,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_liner_shipping_connectivity_index,GCC_RANK,19,null,int,INT
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,GLD_LPI_RANKINGS_ID,0,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,SLVR_LPI_RANKINGS_ID,1,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,BRNZ_LPI_RANKINGS_ID,2,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,COUNTRY_ID,3,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,INDICATOR_ID,4,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,DATE_ID,5,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,YEAR,6,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,LPI_SCORE,7,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,LPI_GROUPED_RANK,8,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,CUSTOMS_SCORE,9,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,CUSTOMS_GROUPED_RANK,10,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,INFRASTRUCTURE_SCORE,11,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,INFRASTRUCTURE_GROUPED_RANK,12,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,INTERNATIONAL_SHIPMENTS_SCORE,13,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,INTERNATIONAL_SHIPMENTS_GROUPED_RANK,14,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,LOGISTICS_COMPETENCE_AND_QUALITY_SCORE,15,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,LOGISTICS_COMPETENCE_AND_QUALITY_GROUPED_RANK,16,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,TIMELINESS_SCORE,17,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,TIMELINESS_GROUPED_RANK,18,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,TRACKING_AND_TRACING_SCORE,19,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,TRACKING_AND_TRACING_GROUPED_RANK,20,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,PIPELINE_RUN_ID,21,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,PIPELINE_TRIGGER_ID,22,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,PIPELINE_TRIGGER_TIME,23,null,timestamp,TIMESTAMP
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,PIPELINE_TRIGGERED_BY_PIPELINE_RUN_ID,24,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,PIPELINE_NAME,25,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,ADF_PERIOD,26,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,PREVIOUS_RANK,27,null,int,INT
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,RANK_DIFFERENCE,28,null,int,INT
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,TREND_DIRECTION,29,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_lpi_ranking,GCC_RANK,30,null,int,INT
npc_nih_lakehouse_uat,gold,intl_fact_msci_all_country_world_index,GLD_MSCI_ID,0,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_msci_all_country_world_index,SLVR_MSCI_ID,1,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_msci_all_country_world_index,BRNZ_MSCI_ID,2,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_msci_all_country_world_index,COUNTRY_ID,3,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_msci_all_country_world_index,INDICATOR_ID,4,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_msci_all_country_world_index,DATE_ID,5,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_msci_all_country_world_index,MARKET_TYPE,6,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_msci_all_country_world_index,REGION,7,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_msci_all_country_world_index,YEAR,8,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_msci_all_country_world_index,PIPELINE_RUN_ID,9,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_msci_all_country_world_index,PIPELINE_TRIGGER_ID,10,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_msci_all_country_world_index,PIPELINE_TRIGGER_TIME,11,null,timestamp,TIMESTAMP
npc_nih_lakehouse_uat,gold,intl_fact_msci_all_country_world_index,PIPELINE_TRIGGERED_BY_PIPELINE_RUN_ID,12,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_msci_all_country_world_index,PIPELINE_NAME,13,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_msci_all_country_world_index,ADF_PERIOD,14,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,GLD_NRI_ID,0,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,SLVR_NRI_ID,1,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,BRNZ_NRI_ID,2,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,COUNTRY_ID,3,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,INDICATOR_ID,4,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,DATE_ID,5,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,REGION,6,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,INCOME_GROUP,7,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,GDP_PER_CAPITA,8,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,POPULATION,9,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,NRI_SCORE,10,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,NRI_RANKING,11,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,TECHNOLOGY_SCORE,12,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,PEOPLE_SCORE,13,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,GOVERNANCE_SCORE,14,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,IMPACT_SCORE,15,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,TECHNOLOGY_RANKING,16,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,PEOPLE_RANKING,17,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,GOVERNANCE_RANKING,18,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,IMPACT_RANKING,19,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,YEAR,20,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,PIPELINE_RUN_ID,21,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,PIPELINE_TRIGGER_ID,22,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,PIPELINE_TRIGGER_TIME,23,null,timestamp,TIMESTAMP
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,PIPELINE_TRIGGERED_BY_PIPELINE_RUN_ID,24,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,PIPELINE_NAME,25,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,ADF_PERIOD,26,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,PREVIOUS_RANK,27,null,int,INT
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,RANK_DIFFERENCE,28,null,int,INT
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,TREND_DIRECTION,29,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_network_readiness_index_ranking,GCC_RANK,30,null,int,INT
npc_nih_lakehouse_uat,gold,intl_fact_ntm_frequency_ratio,GLD_NTM_ID,0,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_ntm_frequency_ratio,SLVR_NTM_ID,1,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_ntm_frequency_ratio,BRNZ_NTM_ID,2,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_ntm_frequency_ratio,INDICATOR_ID,3,null,int,INT
npc_nih_lakehouse_uat,gold,intl_fact_ntm_frequency_ratio,COUNTRY_ID,4,null,int,INT
npc_nih_lakehouse_uat,gold,intl_fact_ntm_frequency_ratio,DATE_ID,5,null,int,INT
npc_nih_lakehouse_uat,gold,intl_fact_ntm_frequency_ratio,YEAR,6,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_ntm_frequency_ratio,TRADE_TYPE_ID,7,null,int,INT
npc_nih_lakehouse_uat,gold,intl_fact_ntm_frequency_ratio,TRADE_TYPE_EN,8,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_ntm_frequency_ratio,TRADE_TYPE_AR,9,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_ntm_frequency_ratio,NTM_COVERAGE_RATIO,10,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_ntm_frequency_ratio,NTM_FREQUENCY_RATIO,11,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_ntm_frequency_ratio,TRADED_PRODUCTS_TOTAL,12,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_ntm_frequency_ratio,NTM_AFFECTED_PRODUCT_COUNT,13,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_ntm_frequency_ratio,TOTAL_TRADE,14,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_ntm_frequency_ratio,NTM_AFFECTED_TRADE,15,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_ntm_frequency_ratio,PIPELINE_RUN_ID,16,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_ntm_frequency_ratio,PIPELINE_TRIGGER_ID,17,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_ntm_frequency_ratio,PIPELINE_TRIGGER_TIME,18,null,timestamp,TIMESTAMP
npc_nih_lakehouse_uat,gold,intl_fact_ntm_frequency_ratio,PIPELINE_TRIGGERED_BY_PIPELINE_RUN_ID,19,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_ntm_frequency_ratio,PIPELINE_NAME,20,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_ntm_frequency_ratio,ADF_PERIOD,21,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_obesity_rate,GLD_OBESITY_RATE_ID,0,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_obesity_rate,SLVR_OBESITY_RATE_ID,1,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_obesity_rate,BRNZ_OBESITY_RATE_ID,2,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_obesity_rate,COUNTRY_ID,3,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_obesity_rate,INDICATOR_ID,4,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_obesity_rate,DATE_ID,5,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_obesity_rate,YEAR,6,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_obesity_rate,GENDER_ID,7,null,int,INT
npc_nih_lakehouse_uat,gold,intl_fact_obesity_rate,GENDER_EN,8,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_obesity_rate,GENDER_AR,9,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_obesity_rate,VALUE,10,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_obesity_rate,PIPELINE_RUN_ID,11,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_obesity_rate,PIPELINE_TRIGGER_ID,12,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_obesity_rate,PIPELINE_TRIGGER_TIME,13,null,timestamp,TIMESTAMP
npc_nih_lakehouse_uat,gold,intl_fact_obesity_rate,PIPELINE_TRIGGERED_BY_PIPELINE_RUN_ID,14,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_obesity_rate,PIPELINE_NAME,15,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_obesity_rate,ADF_PERIOD,16,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_obesity_rate,PREVIOUS_VALUE,17,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_obesity_rate,VALUE_DIFFERENCE,18,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_obesity_rate,TREND_DIRECTION,19,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_online_public_services_percentage,GLD_ONLINE_PUBLIC_SERVICES_ID,0,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_online_public_services_percentage,SLVR_ONLINE_PUBLIC_SERVICES_ID,1,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_online_public_services_percentage,BRNZ_ONLINE_PUBLIC_SERVICES_ID,2,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_online_public_services_percentage,COUNTRY_ID,3,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_online_public_services_percentage,INDICATOR_ID,4,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_online_public_services_percentage,DATE_ID,5,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_online_public_services_percentage,SURVEY_YEAR,6,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_online_public_services_percentage,ONLINE_SERVICE_INDEX,7,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_online_public_services_percentage,PIPELINE_RUN_ID,8,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_online_public_services_percentage,PIPELINE_TRIGGER_ID,9,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_online_public_services_percentage,PIPELINE_TRIGGER_TIME,10,null,timestamp,TIMESTAMP
npc_nih_lakehouse_uat,gold,intl_fact_online_public_services_percentage,PIPELINE_TRIGGERED_BY_PIPELINE_RUN_ID,11,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_online_public_services_percentage,PIPELINE_NAME,12,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_online_public_services_percentage,ADF_PERIOD,13,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_online_public_services_percentage,PREVIOUS_VALUE,14,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_online_public_services_percentage,VALUE_DIFFERENCE,15,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_online_public_services_percentage,TREND_DIRECTION,16,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_out_of_pocket_expenditure,GLD_POCKET_EXPENDITURE_ID,0,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_out_of_pocket_expenditure,SLVR_POCKET_EXPENDITURE_ID,1,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_out_of_pocket_expenditure,BRNZ_POCKET_EXPENDITURE_ID,2,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_out_of_pocket_expenditure,COUNTRY_ID,3,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_out_of_pocket_expenditure,DATE_ID,4,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_out_of_pocket_expenditure,INDICATOR,5,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_out_of_pocket_expenditure,PERIOD,6,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_out_of_pocket_expenditure,VALUE,7,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_out_of_pocket_expenditure,PIPELINE_RUN_ID,8,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_out_of_pocket_expenditure,PIPELINE_TRIGGER_ID,9,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_out_of_pocket_expenditure,PIPELINE_TRIGGER_TIME,10,null,timestamp,TIMESTAMP
npc_nih_lakehouse_uat,gold,intl_fact_out_of_pocket_expenditure,PIPELINE_TRIGGERED_BY_PIPELINE_RUN_ID,11,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_out_of_pocket_expenditure,PIPELINE_NAME,12,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_out_of_pocket_expenditure,ADF_PERIOD,13,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_out_of_pocket_expenditure,PREVIOUS_VALUE,14,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_out_of_pocket_expenditure,VALUE_DIFFERENCE,15,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_out_of_pocket_expenditure,TREND_DIRECTION,16,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_out_of_pocket_expenditure,INDICATOR_ID,17,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_physically_active,GLD_PHYSICALLY_ID,0,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_physically_active,SLVR_PHYSICALLY_ID,1,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_physically_active,BRNZ_PHYSICALLY_ID,2,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_physically_active,COUNTRY_ID,3,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_physically_active,INDICATOR_ID,4,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_physically_active,DATE_ID,5,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_physically_active,PHYSICAL_INACTIVITY_18_PLUS,6,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_physically_active,PHYSICAL_ACTIVITY_18_PLUS,7,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_physically_active,GENDER_ID,8,null,int,INT
npc_nih_lakehouse_uat,gold,intl_fact_physically_active,GENDER_EN,9,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_physically_active,GENDER_AR,10,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_physically_active,YEAR,11,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_physically_active,PIPELINE_RUN_ID,12,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_physically_active,PIPELINE_TRIGGER_ID,13,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_physically_active,PIPELINE_TRIGGER_TIME,14,null,timestamp,TIMESTAMP
npc_nih_lakehouse_uat,gold,intl_fact_physically_active,PIPELINE_TRIGGERED_BY_PIPELINE_RUN_ID,15,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_physically_active,PIPELINE_NAME,16,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_physically_active,ADF_PERIOD,17,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_pisa_ranking,GLD_PISA_ID,0,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_pisa_ranking,SLVR_PISA_ID,1,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_pisa_ranking,BRNZ_PISA_ID,2,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_pisa_ranking,COUNTRY_ID,3,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_pisa_ranking,INDICATOR_ID,4,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_pisa_ranking,DATE_ID,5,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_pisa_ranking,READING_MEAN,6,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_pisa_ranking,MATHEMATICS_MEAN,7,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_pisa_ranking,SCIENCE_MEAN,8,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_pisa_ranking,YEAR,9,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_pisa_ranking,TOTAL_MEAN_SCORE,10,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_pisa_ranking,AVERAGE_MEAN_SCORE,11,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_pisa_ranking,PISA_RANK,12,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_pisa_ranking,PIPELINE_RUN_ID,13,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_pisa_ranking,PIPELINE_TRIGGER_ID,14,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_pisa_ranking,PIPELINE_TRIGGER_TIME,15,null,timestamp,TIMESTAMP
npc_nih_lakehouse_uat,gold,intl_fact_pisa_ranking,PIPELINE_TRIGGERED_BY_PIPELINE_RUN_ID,16,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_pisa_ranking,PIPELINE_NAME,17,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_pisa_ranking,ADF_PERIOD,18,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_pisa_ranking,PREVIOUS_RANK,19,null,int,INT
npc_nih_lakehouse_uat,gold,intl_fact_pisa_ranking,RANK_DIFFERENCE,20,null,int,INT
npc_nih_lakehouse_uat,gold,intl_fact_pisa_ranking,TREND_DIRECTION,21,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_pisa_ranking,GCC_RANK,22,null,int,INT
npc_nih_lakehouse_uat,gold,intl_fact_private_expenditure,GLD_PRIVATE_EXPENDITURE_ID,0,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_private_expenditure,SLVR_PRIVATE_EXPENDITURE_ID,1,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_private_expenditure,BRNZ_PRIVATE_EXPENDITURE_ID,2,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_private_expenditure,COUNTRY_ID,3,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_private_expenditure,INDICATOR_ID,4,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_private_expenditure,DATE_ID,5,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_private_expenditure,INDICATOR,6,null,string,STRING
npc_nih_lakehouse_uat,gold,intl_fact_private_expenditure,PERIOD,7,null,bigint,LONG
npc_nih_lakehouse_uat,gold,intl_fact_private_expenditure,VALUE,8,null,double,DOUBLE
npc_nih_lakehouse_uat,gold,intl_fact_private_expenditure,PIPELINE_RUN_ID,9,null,string,STRING
